#Coverage (X)	Coverage
1.0	93.74028826952362
2.0	93.63512983309023
3.0	93.3613534981899
4.0	93.18511632336788
5.0	92.95614464616432
6.0	92.75922362058488
7.0	92.51343984446738
8.0	92.32349625402833
9.0	92.07524863582861
10.0	91.87449726751632
11.0	91.63330990267823
12.0	91.44015710616571
13.0	91.18739589490782
14.0	90.99010218733275
15.0	90.72400724245345
16.0	90.51193048238508
17.0	90.21666281907014
18.0	89.95690346811654
19.0	89.46904203128251
20.0	88.85726383090176
21.0	0.20157955052481213
22.0	0.04490818047332823
23.0	0.030642741862848766
24.0	0.027537058565940242
25.0	0.01896537266647158
26.0	0.017433235573335537
27.0	0.012609074185462532
28.0	0.011118346202948715
29.0	0.009503390888554009
30.0	0.008737322341985987
31.0	0.007101662472280168
32.0	0.005673048155699689
33.0	0.002774410411916506
34.0	0.002070455531281823
35.0	0.0016770689803422556
36.0	0.0012836824294026883
37.0	7.246594359600067E-4
38.0	4.34795661576004E-4
39.0	1.2422733188088841E-4
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
