#Position (bp)	mapping quality
4014938.0	59.082959641255606
4027013.0	59.01676263001486
4039088.0	60.0
4051163.0	60.0
4063238.0	59.94924406047516
4075313.0	59.97080291970803
4087388.0	60.0
4099463.0	59.15288858982986
4111538.0	60.0
4123613.0	60.0
4135688.0	59.945349218493824
4147763.0	60.0
4159838.0	60.0
4171913.0	60.0
4183988.0	59.96040126715945
4196063.0	59.971844407866236
4208138.0	59.95399515738499
4220213.0	59.8483929654336
4232288.0	59.95927333761169
4244363.0	60.0
4256438.0	60.0
4268513.0	60.0
4280588.0	59.95888513805938
4292663.0	60.0
4304738.0	60.0
4316813.0	60.0
4328888.0	59.97684613484811
4340963.0	60.0
4353038.0	59.869999681036724
4365113.0	59.93197430636096
4377188.0	60.0
4389263.0	59.86243045657272
4401338.0	60.0
4413413.0	59.88407494145199
4425488.0	60.0
4437563.0	59.96900345023664
4449638.0	60.0
4461713.0	60.0
4473788.0	59.93304535637149
4485863.0	60.0
4497938.0	60.0
4510013.0	60.0
4522088.0	59.97029967626647
4534163.0	60.0
4546238.0	60.0
4558313.0	59.96931606568478
4570388.0	59.94475646809686
4582463.0	60.0
4594538.0	60.0
4606613.0	59.906839622641506
4618688.0	60.0
4630763.0	60.0
4642838.0	60.0
4651302.0	60.0
4657339.5	60.0
4666988.0	59.39149400218103
4679063.0	60.0
4691138.0	60.0
4703213.0	59.78311965811966
4715288.0	59.67256805380052
4722679.5	59.38301611844667
4728717.0	59.893176498829746
4739438.0	60.0
4751513.0	60.0
4763588.0	59.9848566792861
4775663.0	59.99244457012842
4787738.0	59.996409395892826
4799813.0	59.94874131450051
4811888.0	60.0
4819084.5	60.0
4825049.5	59.94667677368342
