#Coverage	Number of genomic locations
0.0	310360.0
1.0	150604.0
2.0	249695.0
3.0	351787.0
4.0	435071.0
5.0	485997.0
6.0	491517.0
7.0	466261.0
8.0	414382.0
9.0	348599.0
10.0	283694.0
11.0	218286.0
12.0	166955.0
13.0	123228.0
14.0	90805.0
15.0	65242.0
16.0	46269.0
17.0	33254.0
18.0	23439.0
19.0	16645.0
20.0	12403.0
21.0	8878.0
22.0	6658.0
23.0	4890.0
24.0	3899.0
25.0	2957.0
26.0	2358.0
27.0	1893.0
28.0	1458.0
29.0	1195.0
30.0	953.0
31.0	779.0
32.0	670.0
33.0	611.0
34.0	506.0
35.0	428.0
36.0	360.0
37.0	306.0
38.0	261.0
39.0	262.0
40.0	270.0
41.0	208.0
42.0	176.0
43.0	193.0
44.0	180.0
45.0	183.0
46.0	161.0
47.0	152.0
48.0	168.0
49.0	169.0
50.0	198.0
51.0	165.0
52.0	146.0
53.0	165.0
54.0	152.0
55.0	158.0
56.0	160.0
57.0	172.0
58.0	139.0
59.0	151.0
60.0	141.0
61.0	152.0
62.0	153.0
63.0	113.0
64.0	93.0
65.0	136.0
66.0	124.0
67.0	156.0
68.0	158.0
69.0	120.0
70.0	100.0
71.0	107.0
72.0	124.0
73.0	98.0
74.0	80.0
75.0	75.0
76.0	68.0
77.0	62.0
78.0	49.0
79.0	50.0
80.0	45.0
81.0	68.0
82.0	53.0
83.0	53.0
84.0	25.0
85.0	42.0
86.0	23.0
87.0	20.0
88.0	20.0
89.0	14.0
90.0	16.0
91.0	12.0
92.0	14.0
93.0	8.0
94.0	2.0
