#Coverage (X)	Coverage
1.0	92.07077645188106
2.0	91.57639308012352
3.0	91.1457590341739
4.0	90.66446094137402
5.0	90.12390641126908
6.0	89.56208830285796
7.0	88.9426908261221
8.0	88.283685535073
9.0	87.56724580758636
10.0	86.79411700765344
11.0	85.92243452443189
12.0	84.93582105466935
13.0	83.78963757711153
14.0	82.48106827223592
15.0	80.90876434178665
16.0	79.05514761830324
17.0	76.81992523585077
18.0	74.13696684476035
19.0	70.99053698299431
20.0	67.3758321937201
21.0	63.28111299407539
22.0	58.70083056323637
23.0	53.72662326301722
24.0	48.50495511770023
25.0	43.2061832083986
26.0	37.937846995406694
27.0	32.7820193359842
28.0	27.92301218152511
29.0	23.416044581048496
30.0	19.3759647028741
31.0	15.830433832899743
32.0	12.788065066135516
33.0	10.257326565704346
34.0	8.194676651783539
35.0	6.519326149542792
36.0	5.208541457248714
37.0	4.183686673823544
38.0	3.416686422263197
39.0	2.8292360743749043
40.0	2.376655199793788
41.0	2.04418145058186
42.0	1.7981078106899844
43.0	1.619013407234803
44.0	1.488905981649566
45.0	1.3930852996622178
46.0	1.3230624935945343
47.0	1.266352716592948
48.0	1.2240326055337079
49.0	1.1890419070551843
50.0	1.1591445291835925
51.0	1.1317731070601553
