#Coverage	Number of genomic locations
0.0	261037.0
1.0	1674.0
2.0	7819.0
3.0	4740.0
4.0	8082.0
5.0	4635.0
6.0	7954.0
7.0	4684.0
8.0	8313.0
9.0	5006.0
10.0	8465.0
11.0	4927.0
12.0	8756.0
13.0	5381.0
14.0	10267.0
15.0	6254.0
16.0	11268.0
17.0	9290.0
18.0	30395.0
19.0	22331.0
20.0	4394279.0
21.0	2356.0
22.0	230.0
23.0	156.0
24.0	280.0
25.0	262.0
26.0	103.0
27.0	36.0
28.0	32.0
29.0	64.0
30.0	110.0
31.0	56.0
32.0	58.0
33.0	89.0
34.0	23.0
35.0	43.0
36.0	31.0
37.0	20.0
38.0	68.0
39.0	52.0
40.0	121.0
41.0	46.0
42.0	18.0
43.0	24.0
44.0	14.0
45.0	6.0
