#Coverage	Number of genomic locations
0.0	263771.0
1.0	48099.0
2.0	58993.0
3.0	78642.0
4.0	108722.0
5.0	147225.0
6.0	196415.0
7.0	251774.0
8.0	304407.0
9.0	348880.0
10.0	377489.0
11.0	387494.0
12.0	380116.0
13.0	355517.0
14.0	315381.0
15.0	270913.0
16.0	226918.0
17.0	181027.0
18.0	138183.0
19.0	104420.0
20.0	75406.0
21.0	53123.0
22.0	37145.0
23.0	25779.0
24.0	18114.0
25.0	12706.0
26.0	9118.0
27.0	6826.0
28.0	5368.0
29.0	4253.0
30.0	3698.0
31.0	3477.0
32.0	3010.0
33.0	2913.0
34.0	2618.0
35.0	2455.0
36.0	2346.0
37.0	2020.0
38.0	1933.0
39.0	1543.0
40.0	1438.0
41.0	1204.0
42.0	1049.0
43.0	842.0
44.0	702.0
45.0	532.0
46.0	462.0
47.0	358.0
48.0	379.0
49.0	284.0
50.0	245.0
51.0	184.0
52.0	118.0
53.0	107.0
54.0	112.0
55.0	101.0
56.0	100.0
57.0	90.0
58.0	86.0
59.0	86.0
60.0	81.0
61.0	73.0
62.0	72.0
63.0	75.0
64.0	80.0
65.0	94.0
66.0	121.0
67.0	105.0
68.0	98.0
69.0	99.0
70.0	104.0
71.0	110.0
72.0	121.0
73.0	92.0
74.0	129.0
75.0	108.0
76.0	111.0
77.0	113.0
78.0	89.0
79.0	75.0
80.0	77.0
81.0	77.0
82.0	64.0
83.0	69.0
84.0	59.0
85.0	54.0
86.0	62.0
87.0	73.0
88.0	69.0
89.0	58.0
90.0	50.0
91.0	62.0
92.0	53.0
93.0	35.0
94.0	36.0
95.0	33.0
96.0	30.0
97.0	38.0
98.0	31.0
99.0	13.0
100.0	11.0
101.0	10.0
102.0	8.0
103.0	9.0
104.0	9.0
105.0	10.0
106.0	6.0
107.0	6.0
108.0	13.0
109.0	11.0
110.0	7.0
111.0	17.0
112.0	6.0
113.0	5.0
114.0	8.0
115.0	2.0
116.0	6.0
118.0	2.0
