#Coverage	Number of genomic locations
0.0	465586.0
1.0	230680.0
2.0	281407.0
3.0	333055.0
4.0	369032.0
5.0	394074.0
6.0	401698.0
7.0	384495.0
8.0	355095.0
9.0	313912.0
10.0	273637.0
11.0	228008.0
12.0	184095.0
13.0	146383.0
14.0	113542.0
15.0	86209.0
16.0	64814.0
17.0	47976.0
18.0	34981.0
19.0	26492.0
20.0	19447.0
21.0	15024.0
22.0	10975.0
23.0	8473.0
24.0	6730.0
25.0	5624.0
26.0	4240.0
27.0	3603.0
28.0	2947.0
29.0	2453.0
30.0	2072.0
31.0	1766.0
32.0	1621.0
33.0	1384.0
34.0	1134.0
35.0	948.0
36.0	798.0
37.0	630.0
38.0	550.0
39.0	421.0
40.0	311.0
41.0	255.0
42.0	226.0
43.0	126.0
44.0	107.0
45.0	113.0
46.0	119.0
47.0	107.0
48.0	115.0
49.0	93.0
50.0	89.0
51.0	92.0
52.0	83.0
53.0	74.0
54.0	72.0
55.0	72.0
56.0	78.0
57.0	63.0
58.0	75.0
59.0	60.0
60.0	61.0
61.0	63.0
62.0	53.0
63.0	67.0
64.0	66.0
65.0	76.0
66.0	70.0
67.0	59.0
68.0	58.0
69.0	55.0
70.0	41.0
71.0	47.0
72.0	35.0
73.0	32.0
74.0	33.0
75.0	40.0
76.0	41.0
77.0	44.0
78.0	32.0
79.0	45.0
80.0	34.0
81.0	25.0
82.0	40.0
83.0	38.0
84.0	22.0
85.0	28.0
86.0	22.0
87.0	19.0
88.0	13.0
89.0	17.0
90.0	26.0
91.0	11.0
92.0	7.0
93.0	9.0
94.0	8.0
95.0	15.0
96.0	14.0
97.0	10.0
98.0	8.0
99.0	7.0
100.0	9.0
101.0	5.0
102.0	7.0
103.0	9.0
104.0	3.0
105.0	5.0
106.0	4.0
107.0	5.0
108.0	7.0
109.0	7.0
110.0	14.0
111.0	11.0
112.0	10.0
113.0	5.0
114.0	11.0
115.0	6.0
116.0	5.0
