#Mapping quality	mapping quality
30.0	348.0
31.0	117.0
32.0	462.0
33.0	167.0
34.0	543.0
35.0	675.0
36.0	1362.0
37.0	336.0
38.0	447.0
39.0	342.0
40.0	396.0
41.0	637.0
42.0	1104.0
43.0	862.0
44.0	1071.0
45.0	1184.0
46.0	976.0
47.0	1150.0
48.0	1579.0
49.0	1660.0
50.0	1506.0
51.0	1842.0
52.0	1974.0
53.0	2636.0
54.0	2495.0
55.0	3329.0
56.0	3074.0
57.0	4890.0
58.0	6239.0
59.0	6082.0
60.0	4562236.0
