#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	3.279226102639777E-5
18.0	2.1861507350931845E-5
19.0	7.651527572826147E-5
20.0	1.42099797781057E-4
21.0	3.0606110291304587E-4
22.0	1.748920588074548E-4
23.0	3.169918565885118E-4
24.0	5.028146690714326E-4
25.0	0.0010602831065201948
26.0	0.0011149368748975244
27.0	0.002044050937312128
28.0	0.002350112040225174
29.0	0.0030715417828059252
30.0	0.00407717112094879
31.0	0.004416024484888234
32.0	0.005115592720118053
33.0	0.00678799803246434
34.0	0.007804558124282671
35.0	0.008198065256599444
36.0	0.009990708859375854
37.0	0.011969175274635186
38.0	0.014056949226649178
39.0	0.01581680056839919
40.0	0.018986719134284312
41.0	0.0225173525714598
42.0	0.026474285401978465
43.0	0.03165546264414931
44.0	0.03946002076843198
45.0	0.046914794775099744
46.0	0.05572498223752527
47.0	0.06315789473684211
48.0	0.07165109034267912
49.0	0.0771492594414385
50.0	0.07818768104060776
51.0	0.08116084604033447
52.0	0.06327813302727223
53.0	0.0584467399027163
54.0	0.048237415969831124
55.0	0.03642127124665246
56.0	0.026594523692408584
57.0	0.017860851505711317
58.0	0.012111275072416243
59.0	0.008012242444116522
60.0	0.005443515330382031
61.0	0.0041755479040279835
62.0	0.002634311635787288
63.0	0.0019566049079084006
64.0	0.0010165600918183308
65.0	7.214297425807511E-4
66.0	3.169918565885118E-4
67.0	1.6396130513198886E-4
68.0	8.744602940372738E-5
69.0	3.279226102639777E-5
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
