#Coverage	Number of genomic locations
0.0	218134.0
1.0	1264.0
2.0	5655.0
3.0	4005.0
4.0	5688.0
5.0	4248.0
6.0	6580.0
7.0	4434.0
8.0	6452.0
9.0	4089.0
10.0	6795.0
11.0	4268.0
12.0	6800.0
13.0	4420.0
14.0	6642.0
15.0	4920.0
16.0	7720.0
17.0	5361.0
18.0	8345.0
19.0	7776.0
20.0	4502154.0
21.0	3031.0
22.0	151.0
23.0	46.0
24.0	137.0
25.0	8.0
26.0	139.0
27.0	29.0
28.0	192.0
29.0	2.0
30.0	68.0
31.0	4.0
32.0	51.0
33.0	2.0
34.0	68.0
35.0	4.0
36.0	52.0
37.0	4.0
38.0	67.0
40.0	50.0
