#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	1.0483608877519997E-5
14.0	1.0483608877519997E-5
15.0	2.0967217755039993E-5
16.0	1.0483608877519997E-5
17.0	5.2418044387599985E-5
18.0	2.0967217755039993E-5
19.0	9.435247989767995E-5
20.0	1.6773774204031995E-4
21.0	2.725738308155199E-4
22.0	5.136968349984798E-4
23.0	5.661148793860798E-4
24.0	8.701395368341597E-4
25.0	0.0012580330653023998
26.0	0.0013523855452000797
27.0	0.0020967217755039997
28.0	0.002987828530093199
29.0	0.003857968066927359
30.0	0.004612787906108799
31.0	0.005388574963045279
32.0	0.007076435992325998
33.0	0.008785264239361757
34.0	0.010546510530785118
35.0	0.012632748697411596
36.0	0.015494773920974555
37.0	0.018996299286066234
38.0	0.021596234287691196
39.0	0.026565464895635674
40.0	0.030161342740625034
41.0	0.036472475284892066
42.0	0.03997400064998376
43.0	0.04385293593466615
44.0	0.04824556805434703
45.0	0.05172612620168367
46.0	0.055657479530753666
47.0	0.05697841424932119
48.0	0.056485684632077746
49.0	0.05859289001645927
50.0	0.05591956975269166
51.0	0.05652761906758782
52.0	0.04259490286936375
53.0	0.042940861962321906
54.0	0.035990229276526155
55.0	0.03215322842735383
56.0	0.02637675993584031
57.0	0.020736578359734553
58.0	0.016679421724134315
59.0	0.012171469906800717
60.0	0.010745699099457997
61.0	0.006814345770387998
62.0	0.005084550305597199
63.0	0.0038474844580498394
64.0	0.002306393953054399
65.0	0.0018451151624435194
66.0	0.0011846478031597597
67.0	7.862706658139997E-4
68.0	5.346640527535199E-4
69.0	3.774099195907199E-4
70.0	1.1531969765271998E-4
71.0	1.2580330653023995E-4
72.0	3.145082663255999E-5
73.0	4.193443551007999E-5
74.0	2.0967217755039993E-5
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	1.0483608877519997E-5
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.1450826632559995E-5
