#Coverage	Number of genomic locations
0.0	285944.0
1.0	16781.0
2.0	18460.0
3.0	23358.0
4.0	31611.0
5.0	40928.0
6.0	53762.0
7.0	66124.0
8.0	82031.0
9.0	98533.0
10.0	115779.0
11.0	132155.0
12.0	148040.0
13.0	163557.0
14.0	176616.0
15.0	188006.0
16.0	197068.0
17.0	202957.0
18.0	206706.0
19.0	206343.0
20.0	203959.0
21.0	199593.0
22.0	192180.0
23.0	183075.0
24.0	172034.0
25.0	161551.0
26.0	149536.0
27.0	136665.0
28.0	124638.0
29.0	112719.0
30.0	100908.0
31.0	89462.0
32.0	79319.0
33.0	69608.0
34.0	61134.0
35.0	53151.0
36.0	45557.0
37.0	39024.0
38.0	33272.0
39.0	28369.0
40.0	23740.0
41.0	19904.0
42.0	16389.0
43.0	13532.0
44.0	11347.0
45.0	9403.0
46.0	7887.0
47.0	6607.0
48.0	5541.0
49.0	4334.0
50.0	3671.0
51.0	2943.0
52.0	2471.0
53.0	2179.0
54.0	1584.0
55.0	1410.0
56.0	1168.0
57.0	963.0
58.0	818.0
59.0	674.0
60.0	517.0
61.0	457.0
62.0	378.0
63.0	300.0
64.0	257.0
65.0	199.0
66.0	143.0
67.0	104.0
68.0	93.0
69.0	66.0
70.0	35.0
71.0	35.0
72.0	31.0
73.0	48.0
74.0	33.0
75.0	26.0
76.0	21.0
77.0	13.0
78.0	9.0
79.0	6.0
80.0	2.0
81.0	4.0
