#Coverage	Number of genomic locations
0.0	302034.0
1.0	961.0
2.0	5039.0
3.0	3953.0
4.0	5470.0
5.0	4292.0
6.0	6388.0
7.0	4422.0
8.0	5917.0
9.0	4163.0
10.0	6343.0
11.0	4359.0
12.0	6605.0
13.0	4738.0
14.0	6406.0
15.0	4545.0
16.0	7318.0
17.0	4552.0
18.0	8104.0
19.0	5528.0
20.0	4425478.0
21.0	3185.0
22.0	55.0
