#Mapping quality	mapping quality
30.0	599.0
31.0	103.0
32.0	206.0
33.0	55.0
34.0	390.0
35.0	629.0
36.0	1984.0
37.0	190.0
38.0	302.0
39.0	336.0
40.0	791.0
41.0	834.0
42.0	809.0
43.0	722.0
44.0	1080.0
45.0	1148.0
46.0	1123.0
47.0	1235.0
48.0	1565.0
49.0	2195.0
50.0	1602.0
51.0	1726.0
52.0	2472.0
53.0	2277.0
54.0	3159.0
55.0	2746.0
56.0	4084.0
57.0	5395.0
58.0	5566.0
59.0	6783.0
60.0	4475715.0
