#Coverage	Number of genomic locations
0.0	385280.0
1.0	4055.0
2.0	6123.0
3.0	4043.0
4.0	6269.0
5.0	4239.0
6.0	6630.0
7.0	4755.0
8.0	6550.0
9.0	4521.0
10.0	7068.0
11.0	5082.0
12.0	7464.0
13.0	5363.0
14.0	7952.0
15.0	5973.0
16.0	9292.0
17.0	8304.0
18.0	16249.0
19.0	16704.0
20.0	4302128.0
21.0	900.0
22.0	357.0
23.0	442.0
24.0	279.0
25.0	213.0
26.0	314.0
27.0	208.0
28.0	210.0
29.0	307.0
30.0	250.0
31.0	259.0
32.0	202.0
33.0	152.0
34.0	119.0
35.0	48.0
36.0	50.0
37.0	81.0
38.0	54.0
39.0	56.0
40.0	815.0
41.0	17.0
42.0	49.0
43.0	12.0
44.0	5.0
45.0	13.0
46.0	14.0
47.0	5.0
48.0	4.0
49.0	18.0
50.0	3.0
51.0	19.0
52.0	6.0
53.0	13.0
54.0	20.0
55.0	23.0
56.0	1.0
57.0	2.0
58.0	10.0
59.0	10.0
60.0	2.0
61.0	10.0
62.0	9.0
63.0	3.0
64.0	2.0
65.0	7.0
66.0	2.0
67.0	20.0
68.0	2.0
69.0	8.0
70.0	2.0
71.0	21.0
72.0	12.0
73.0	3.0
74.0	1.0
75.0	12.0
76.0	14.0
77.0	10.0
78.0	11.0
79.0	21.0
80.0	28.0
81.0	10.0
82.0	10.0
83.0	8.0
84.0	18.0
85.0	5.0
