#Coverage	Number of genomic locations
0.0	284715.0
1.0	4548.0
2.0	5512.0
3.0	4445.0
4.0	5709.0
5.0	4770.0
6.0	5986.0
7.0	5284.0
8.0	6383.0
9.0	4907.0
10.0	6891.0
11.0	5394.0
12.0	7332.0
13.0	5810.0
14.0	7737.0
15.0	6862.0
16.0	9982.0
17.0	8275.0
18.0	16961.0
19.0	17726.0
20.0	4400618.0
21.0	390.0
22.0	302.0
23.0	448.0
24.0	192.0
25.0	265.0
26.0	112.0
27.0	89.0
28.0	155.0
29.0	90.0
30.0	103.0
31.0	166.0
32.0	165.0
33.0	92.0
34.0	102.0
35.0	55.0
36.0	56.0
37.0	33.0
38.0	45.0
39.0	37.0
40.0	593.0
41.0	12.0
42.0	9.0
43.0	58.0
44.0	13.0
45.0	12.0
46.0	9.0
47.0	20.0
48.0	5.0
49.0	4.0
50.0	9.0
51.0	8.0
52.0	9.0
53.0	9.0
54.0	9.0
55.0	7.0
56.0	13.0
57.0	17.0
58.0	29.0
59.0	9.0
60.0	2.0
61.0	5.0
62.0	5.0
63.0	2.0
64.0	9.0
65.0	8.0
66.0	1.0
67.0	8.0
68.0	1.0
69.0	21.0
70.0	3.0
71.0	8.0
72.0	8.0
73.0	17.0
74.0	9.0
75.0	2.0
76.0	13.0
77.0	2.0
78.0	18.0
79.0	9.0
80.0	25.0
81.0	20.0
82.0	5.0
83.0	9.0
84.0	23.0
85.0	5.0
86.0	19.0
