#Coverage	Number of genomic locations
0.0	686761.0
1.0	4187.0
2.0	7932.0
3.0	5563.0
4.0	8208.0
5.0	5592.0
6.0	8785.0
7.0	5553.0
8.0	8615.0
9.0	5524.0
10.0	8876.0
11.0	5489.0
12.0	9428.0
13.0	5793.0
14.0	9596.0
15.0	6509.0
16.0	11416.0
17.0	8948.0
18.0	17141.0
19.0	18698.0
20.0	3975259.0
21.0	559.0
22.0	487.0
23.0	147.0
24.0	659.0
25.0	317.0
26.0	303.0
27.0	236.0
28.0	367.0
29.0	238.0
30.0	194.0
31.0	128.0
32.0	303.0
33.0	151.0
34.0	85.0
35.0	59.0
36.0	362.0
37.0	33.0
38.0	84.0
39.0	34.0
40.0	1090.0
41.0	21.0
42.0	14.0
43.0	5.0
44.0	6.0
45.0	6.0
46.0	5.0
47.0	14.0
48.0	14.0
49.0	5.0
50.0	6.0
51.0	6.0
52.0	5.0
53.0	39.0
