#Coverage	Number of genomic locations
0.0	249290.0
1.0	1200.0
2.0	6131.0
3.0	4404.0
4.0	6325.0
5.0	4701.0
6.0	6663.0
7.0	4700.0
8.0	7067.0
9.0	4893.0
10.0	7489.0
11.0	5794.0
12.0	7404.0
13.0	4924.0
14.0	8203.0
15.0	6077.0
16.0	10372.0
17.0	7152.0
18.0	19962.0
19.0	14339.0
20.0	4437445.0
21.0	3472.0
22.0	552.0
23.0	130.0
24.0	303.0
25.0	87.0
26.0	32.0
27.0	65.0
28.0	39.0
29.0	64.0
30.0	72.0
31.0	72.0
32.0	101.0
33.0	66.0
34.0	72.0
35.0	50.0
36.0	24.0
37.0	21.0
38.0	5.0
39.0	13.0
40.0	10.0
41.0	68.0
42.0	2.0
