#Coverage	Number of genomic locations
0.0	336837.0
1.0	3565.0
2.0	7155.0
3.0	4312.0
4.0	7288.0
5.0	4573.0
6.0	7611.0
7.0	4735.0
8.0	7787.0
9.0	4609.0
10.0	8089.0
11.0	5242.0
12.0	8148.0
13.0	5343.0
14.0	9303.0
15.0	5782.0
16.0	11974.0
17.0	8070.0
18.0	21386.0
19.0	17251.0
20.0	4327107.0
21.0	1428.0
22.0	821.0
23.0	517.0
24.0	972.0
25.0	533.0
26.0	608.0
27.0	488.0
28.0	566.0
29.0	397.0
30.0	356.0
31.0	314.0
32.0	419.0
33.0	358.0
34.0	235.0
35.0	230.0
36.0	290.0
37.0	273.0
38.0	159.0
39.0	196.0
40.0	1348.0
41.0	182.0
42.0	94.0
43.0	49.0
44.0	70.0
45.0	60.0
46.0	56.0
47.0	51.0
48.0	125.0
49.0	55.0
50.0	42.0
51.0	34.0
52.0	72.0
53.0	60.0
54.0	96.0
55.0	45.0
56.0	58.0
57.0	40.0
58.0	48.0
59.0	69.0
60.0	919.0
61.0	10.0
62.0	23.0
63.0	36.0
64.0	51.0
65.0	11.0
66.0	36.0
67.0	22.0
68.0	37.0
69.0	17.0
70.0	30.0
71.0	14.0
72.0	29.0
73.0	13.0
74.0	36.0
75.0	16.0
76.0	78.0
77.0	27.0
78.0	27.0
79.0	14.0
80.0	287.0
81.0	20.0
82.0	19.0
83.0	23.0
84.0	10.0
85.0	15.0
86.0	26.0
87.0	28.0
