#Coverage	Number of genomic locations
0.0	304257.0
1.0	3456.0
2.0	7571.0
3.0	4538.0
4.0	7802.0
5.0	4580.0
6.0	8102.0
7.0	4809.0
8.0	8467.0
9.0	4624.0
10.0	8898.0
11.0	5196.0
12.0	9231.0
13.0	5922.0
14.0	10452.0
15.0	6355.0
16.0	12326.0
17.0	11871.0
18.0	30077.0
19.0	29133.0
20.0	4337310.0
21.0	880.0
22.0	302.0
23.0	377.0
24.0	181.0
25.0	230.0
26.0	153.0
27.0	147.0
28.0	249.0
29.0	129.0
30.0	135.0
31.0	135.0
32.0	123.0
33.0	259.0
34.0	88.0
35.0	60.0
36.0	91.0
37.0	64.0
38.0	100.0
39.0	45.0
40.0	468.0
41.0	12.0
42.0	11.0
43.0	25.0
44.0	11.0
45.0	5.0
46.0	3.0
47.0	4.0
48.0	8.0
49.0	23.0
50.0	6.0
51.0	4.0
52.0	9.0
53.0	10.0
54.0	12.0
55.0	6.0
56.0	8.0
57.0	4.0
58.0	3.0
59.0	12.0
60.0	10.0
61.0	2.0
62.0	5.0
63.0	6.0
64.0	9.0
66.0	10.0
67.0	8.0
68.0	8.0
69.0	19.0
70.0	4.0
71.0	16.0
72.0	19.0
73.0	24.0
74.0	22.0
75.0	9.0
76.0	12.0
77.0	3.0
78.0	15.0
79.0	6.0
80.0	4.0
81.0	5.0
82.0	5.0
83.0	5.0
84.0	6.0
85.0	4.0
87.0	9.0
88.0	5.0
89.0	6.0
90.0	7.0
91.0	7.0
93.0	1.0
94.0	3.0
95.0	8.0
96.0	19.0
97.0	11.0
98.0	8.0
99.0	5.0
100.0	9.0
101.0	10.0
102.0	2.0
103.0	7.0
104.0	45.0
105.0	13.0
106.0	25.0
107.0	10.0
108.0	9.0
109.0	28.0
110.0	3.0
