#Coverage	Number of genomic locations
0.0	312505.0
1.0	162765.0
2.0	350643.0
3.0	556849.0
4.0	697799.0
5.0	720373.0
6.0	634468.0
7.0	498750.0
8.0	351549.0
9.0	225886.0
10.0	136789.0
11.0	76999.0
12.0	42511.0
13.0	22806.0
14.0	12754.0
15.0	7462.0
16.0	4665.0
17.0	2901.0
18.0	2049.0
19.0	1500.0
20.0	918.0
21.0	835.0
22.0	737.0
23.0	633.0
24.0	666.0
25.0	610.0
26.0	537.0
27.0	435.0
28.0	388.0
29.0	307.0
30.0	284.0
31.0	256.0
32.0	251.0
33.0	196.0
34.0	107.0
35.0	102.0
36.0	79.0
37.0	70.0
38.0	62.0
39.0	48.0
40.0	70.0
41.0	48.0
42.0	41.0
43.0	31.0
44.0	25.0
45.0	30.0
46.0	10.0
47.0	11.0
48.0	4.0
49.0	8.0
50.0	6.0
51.0	2.0
52.0	2.0
53.0	5.0
54.0	8.0
55.0	3.0
56.0	2.0
57.0	5.0
