#Coverage	Number of genomic locations
0.0	405494.0
1.0	325075.0
2.0	498436.0
3.0	590117.0
4.0	602768.0
5.0	547771.0
6.0	459624.0
7.0	368330.0
8.0	282364.0
9.0	209799.0
10.0	153857.0
11.0	109618.0
12.0	78672.0
13.0	55062.0
14.0	39601.0
15.0	27591.0
16.0	19483.0
17.0	14042.0
18.0	10411.0
19.0	7128.0
20.0	5175.0
21.0	3760.0
22.0	2883.0
23.0	2102.0
24.0	1649.0
25.0	1361.0
26.0	1162.0
27.0	840.0
28.0	679.0
29.0	572.0
30.0	502.0
31.0	382.0
32.0	374.0
33.0	296.0
34.0	339.0
35.0	226.0
36.0	232.0
37.0	273.0
38.0	215.0
39.0	194.0
40.0	153.0
41.0	121.0
42.0	147.0
43.0	127.0
44.0	110.0
45.0	105.0
46.0	90.0
47.0	81.0
48.0	70.0
49.0	44.0
50.0	52.0
51.0	31.0
52.0	30.0
53.0	22.0
54.0	14.0
55.0	10.0
56.0	17.0
57.0	14.0
58.0	7.0
59.0	14.0
60.0	5.0
61.0	12.0
62.0	14.0
63.0	14.0
64.0	7.0
65.0	12.0
66.0	17.0
67.0	12.0
68.0	12.0
69.0	3.0
70.0	1.0
71.0	3.0
72.0	2.0
74.0	1.0
75.0	3.0
76.0	3.0
77.0	6.0
78.0	4.0
79.0	5.0
80.0	1.0
