#Coverage	Number of genomic locations
0.0	292511.0
1.0	1690.0
2.0	7061.0
3.0	4607.0
4.0	7168.0
5.0	4910.0
6.0	7121.0
7.0	5361.0
8.0	7151.0
9.0	5407.0
10.0	7886.0
11.0	5885.0
12.0	8403.0
13.0	6521.0
14.0	9523.0
15.0	7415.0
16.0	12312.0
17.0	10186.0
18.0	24930.0
19.0	23785.0
20.0	4364075.0
21.0	3176.0
22.0	277.0
23.0	141.0
24.0	382.0
25.0	142.0
26.0	101.0
27.0	95.0
28.0	225.0
29.0	201.0
30.0	106.0
31.0	95.0
32.0	71.0
33.0	70.0
34.0	39.0
35.0	35.0
36.0	40.0
37.0	36.0
38.0	38.0
39.0	50.0
40.0	188.0
41.0	32.0
42.0	36.0
43.0	37.0
44.0	36.0
45.0	27.0
46.0	19.0
47.0	16.0
48.0	15.0
49.0	19.0
50.0	8.0
51.0	11.0
52.0	7.0
53.0	10.0
54.0	7.0
55.0	11.0
56.0	8.0
57.0	13.0
58.0	17.0
59.0	12.0
60.0	12.0
61.0	10.0
62.0	4.0
63.0	20.0
64.0	16.0
65.0	36.0
