#Coverage	Number of genomic locations
0.0	215352.0
1.0	2606.0
2.0	7076.0
3.0	2936.0
4.0	7475.0
5.0	3283.0
6.0	7826.0
7.0	3584.0
8.0	8047.0
9.0	3312.0
10.0	8513.0
11.0	3859.0
12.0	9398.0
13.0	3772.0
14.0	10380.0
15.0	4080.0
16.0	13019.0
17.0	5433.0
18.0	21787.0
19.0	10102.0
20.0	4471683.0
21.0	592.0
22.0	855.0
23.0	384.0
24.0	560.0
25.0	144.0
26.0	549.0
27.0	115.0
28.0	355.0
29.0	103.0
30.0	195.0
31.0	196.0
32.0	299.0
33.0	150.0
34.0	84.0
35.0	57.0
36.0	84.0
37.0	36.0
38.0	52.0
39.0	293.0
40.0	699.0
41.0	7.0
42.0	20.0
43.0	3.0
44.0	6.0
45.0	51.0
46.0	15.0
47.0	4.0
48.0	19.0
49.0	4.0
50.0	8.0
51.0	29.0
52.0	4.0
53.0	4.0
54.0	7.0
55.0	4.0
56.0	4.0
57.0	37.0
58.0	30.0
59.0	12.0
60.0	7.0
61.0	5.0
63.0	4.0
64.0	4.0
65.0	4.0
66.0	21.0
67.0	12.0
68.0	4.0
69.0	4.0
70.0	21.0
71.0	3.0
72.0	6.0
73.0	20.0
74.0	1.0
75.0	4.0
76.0	14.0
77.0	26.0
78.0	28.0
79.0	6.0
80.0	6.0
81.0	20.0
82.0	15.0
83.0	5.0
84.0	8.0
85.0	14.0
