#Coverage	Number of genomic locations
0.0	233543.0
1.0	1562.0
2.0	6271.0
3.0	4550.0
4.0	6751.0
5.0	4765.0
6.0	7001.0
7.0	5095.0
8.0	7069.0
9.0	4924.0
10.0	7460.0
11.0	5542.0
12.0	7600.0
13.0	5120.0
14.0	8010.0
15.0	7152.0
16.0	9924.0
17.0	8675.0
18.0	18876.0
19.0	16704.0
20.0	4447667.0
21.0	3433.0
22.0	465.0
23.0	419.0
24.0	118.0
25.0	374.0
26.0	62.0
27.0	119.0
28.0	48.0
29.0	97.0
30.0	63.0
31.0	63.0
32.0	68.0
33.0	66.0
34.0	15.0
35.0	19.0
36.0	18.0
37.0	33.0
38.0	13.0
39.0	32.0
40.0	2.0
41.0	21.0
42.0	4.0
43.0	28.0
44.0	2.0
45.0	12.0
