#Coverage (X)	Coverage
1.0	92.2875117368948
2.0	92.25440515294973
3.0	92.15605851521423
4.0	92.07021742888762
5.0	91.96737790264925
6.0	91.86772687792904
7.0	91.75552889268933
8.0	91.65411798076754
9.0	91.5392905170031
10.0	91.44601649531921
11.0	91.33100269055696
12.0	91.22890852830986
13.0	91.10666883374346
14.0	91.00099278342725
15.0	90.88254202248308
16.0	90.78013729190627
17.0	90.65750421078894
18.0	90.53661031231786
19.0	90.38424548977143
20.0	90.23577312362379
21.0	0.06642021344325144
22.0	4.140911062222585E-5
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
