#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	2.2615224569179973E-5
18.0	3.392283685376996E-5
19.0	1.0176851056130988E-4
20.0	1.3569134741507984E-4
21.0	2.826903071147497E-4
22.0	2.487674702609797E-4
23.0	2.1484463340720974E-4
24.0	6.671491247908092E-4
25.0	9.385318196209688E-4
26.0	0.0012438373513048984
27.0	0.0019788321498032477
28.0	0.002374598579763897
29.0	0.0031095933782622465
30.0	0.0038558957890451853
31.0	0.004647428648966484
32.0	0.0050092722420733635
33.0	0.006648876023338911
34.0	0.007621330679813651
35.0	0.00852593966258085
36.0	0.010029852096431318
37.0	0.011375457958297525
38.0	0.013829209824053553
39.0	0.015955040933556472
40.0	0.018748021167850196
41.0	0.0219028449952508
42.0	0.026821656339047446
43.0	0.03076801302636935
44.0	0.039463566873219044
45.0	0.04709620516531729
46.0	0.05593875797186666
47.0	0.06429508345017865
48.0	0.07166764665973134
49.0	0.07830521507078564
50.0	0.07979781989235153
51.0	0.08297525894432133
52.0	0.061739563073861324
53.0	0.05948934822922791
54.0	0.04758243249355466
55.0	0.0359016690035732
56.0	0.025521280926319594
57.0	0.01783210457279841
58.0	0.011398073182866708
59.0	0.008028404722058891
60.0	0.005088425528065494
61.0	0.004093355647021575
62.0	0.002555520376317337
63.0	0.0018996788638111174
64.0	0.0010516079424668686
65.0	5.766882265140894E-4
66.0	3.5053598082228956E-4
67.0	1.4699895969966982E-4
68.0	5.653806142294993E-5
69.0	4.5230449138359946E-5
70.0	1.1307612284589986E-5
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
