#Mapping quality	mapping quality
30.0	257.0
31.0	92.0
32.0	155.0
33.0	98.0
34.0	417.0
35.0	851.0
36.0	1952.0
37.0	378.0
38.0	273.0
39.0	380.0
40.0	855.0
41.0	770.0
42.0	828.0
43.0	898.0
44.0	976.0
45.0	1091.0
46.0	1313.0
47.0	1264.0
48.0	1490.0
49.0	2039.0
50.0	1535.0
51.0	1794.0
52.0	1985.0
53.0	1929.0
54.0	2356.0
55.0	3030.0
56.0	3699.0
57.0	4598.0
58.0	6360.0
59.0	5440.0
60.0	4408250.0
