#Coverage	Number of genomic locations
0.0	316842.0
1.0	55270.0
2.0	55415.0
3.0	57605.0
4.0	61971.0
5.0	68433.0
6.0	74865.0
7.0	82568.0
8.0	89161.0
9.0	97752.0
10.0	105214.0
11.0	113249.0
12.0	119844.0
13.0	126025.0
14.0	130820.0
15.0	135869.0
16.0	138628.0
17.0	139802.0
18.0	142407.0
19.0	143382.0
20.0	143656.0
21.0	142117.0
22.0	140612.0
23.0	136759.0
24.0	133273.0
25.0	128846.0
26.0	123015.0
27.0	117285.0
28.0	111571.0
29.0	107387.0
30.0	101151.0
31.0	96892.0
32.0	91221.0
33.0	85234.0
34.0	79568.0
35.0	74054.0
36.0	68640.0
37.0	63284.0
38.0	58393.0
39.0	53100.0
40.0	48313.0
41.0	44457.0
42.0	41091.0
43.0	37593.0
44.0	33947.0
45.0	30685.0
46.0	27514.0
47.0	24682.0
48.0	22460.0
49.0	20468.0
50.0	18630.0
51.0	16894.0
52.0	15473.0
53.0	13818.0
54.0	12472.0
55.0	11141.0
56.0	10014.0
57.0	8914.0
58.0	8189.0
59.0	7344.0
60.0	6539.0
61.0	5854.0
62.0	5241.0
63.0	4598.0
64.0	3938.0
65.0	3705.0
66.0	3222.0
67.0	2979.0
68.0	2603.0
69.0	2350.0
70.0	2182.0
71.0	1992.0
72.0	1721.0
73.0	1541.0
74.0	1328.0
75.0	1249.0
76.0	1142.0
77.0	1050.0
78.0	958.0
79.0	848.0
80.0	803.0
81.0	691.0
82.0	603.0
83.0	546.0
84.0	526.0
85.0	525.0
86.0	444.0
87.0	365.0
88.0	367.0
89.0	313.0
90.0	266.0
91.0	274.0
92.0	279.0
93.0	253.0
94.0	198.0
95.0	198.0
96.0	191.0
97.0	174.0
98.0	123.0
99.0	134.0
100.0	121.0
101.0	114.0
102.0	102.0
103.0	111.0
104.0	103.0
105.0	102.0
106.0	91.0
107.0	73.0
108.0	93.0
109.0	101.0
110.0	106.0
111.0	90.0
112.0	72.0
113.0	67.0
114.0	55.0
115.0	59.0
116.0	58.0
117.0	49.0
118.0	41.0
119.0	60.0
120.0	60.0
121.0	45.0
122.0	46.0
123.0	49.0
124.0	40.0
125.0	46.0
126.0	47.0
127.0	48.0
128.0	33.0
129.0	37.0
130.0	21.0
131.0	19.0
132.0	18.0
133.0	12.0
134.0	15.0
135.0	16.0
136.0	14.0
137.0	9.0
138.0	14.0
139.0	6.0
