#Coverage	Number of genomic locations
0.0	4782859.0
1.0	37889.0
2.0	6657.0
3.0	1400.0
4.0	390.0
5.0	135.0
6.0	100.0
7.0	63.0
8.0	45.0
9.0	77.0
10.0	56.0
11.0	10.0
12.0	8.0
13.0	7.0
14.0	15.0
15.0	14.0
16.0	6.0
17.0	14.0
18.0	14.0
19.0	17.0
20.0	16.0
21.0	31.0
22.0	2.0
23.0	1.0
25.0	1.0
26.0	5.0
27.0	23.0
