#Coverage	Number of genomic locations
0.0	362325.0
1.0	60395.0
2.0	80576.0
3.0	126184.0
4.0	181634.0
5.0	244595.0
6.0	302703.0
7.0	353453.0
8.0	387641.0
9.0	395073.0
10.0	382760.0
11.0	355449.0
12.0	312314.0
13.0	265911.0
14.0	216785.0
15.0	171896.0
16.0	132121.0
17.0	100552.0
18.0	73734.0
19.0	52925.0
20.0	38508.0
21.0	27687.0
22.0	20507.0
23.0	14772.0
24.0	11095.0
25.0	8510.0
26.0	7174.0
27.0	5912.0
28.0	5377.0
29.0	4588.0
30.0	4083.0
31.0	3770.0
32.0	3390.0
33.0	3191.0
34.0	3000.0
35.0	2735.0
36.0	2520.0
37.0	2457.0
38.0	1963.0
39.0	1728.0
40.0	1547.0
41.0	1437.0
42.0	1258.0
43.0	1196.0
44.0	1152.0
45.0	1080.0
46.0	1150.0
47.0	1096.0
48.0	1044.0
49.0	1091.0
50.0	1088.0
51.0	1195.0
52.0	1199.0
53.0	1331.0
54.0	1439.0
55.0	1600.0
56.0	1746.0
57.0	2033.0
58.0	2167.0
59.0	2389.0
60.0	2654.0
61.0	2893.0
62.0	3086.0
63.0	3251.0
64.0	3403.0
65.0	3566.0
66.0	3699.0
67.0	3772.0
68.0	3791.0
69.0	3816.0
70.0	3582.0
71.0	3519.0
72.0	3293.0
73.0	3112.0
74.0	2971.0
75.0	2663.0
76.0	2436.0
77.0	2104.0
78.0	1939.0
79.0	1702.0
80.0	1370.0
81.0	1195.0
82.0	983.0
83.0	890.0
84.0	713.0
85.0	629.0
86.0	551.0
87.0	406.0
88.0	341.0
89.0	272.0
90.0	195.0
91.0	143.0
92.0	103.0
93.0	116.0
94.0	87.0
95.0	62.0
96.0	60.0
97.0	51.0
98.0	44.0
99.0	24.0
100.0	27.0
101.0	26.0
102.0	28.0
103.0	14.0
104.0	8.0
105.0	9.0
106.0	12.0
107.0	4.0
108.0	2.0
110.0	2.0
111.0	2.0
112.0	1.0
113.0	2.0
