#Coverage	Number of genomic locations
0.0	495483.0
1.0	795.0
2.0	10824.0
3.0	934.0
4.0	11506.0
5.0	1012.0
6.0	11428.0
7.0	1003.0
8.0	11830.0
9.0	1011.0
10.0	11908.0
11.0	1097.0
12.0	12920.0
13.0	1400.0
14.0	14171.0
15.0	1546.0
16.0	18151.0
17.0	2808.0
18.0	39781.0
19.0	6120.0
20.0	4171826.0
21.0	169.0
22.0	329.0
23.0	64.0
24.0	176.0
25.0	10.0
26.0	121.0
27.0	10.0
28.0	181.0
29.0	10.0
30.0	118.0
31.0	8.0
32.0	163.0
33.0	6.0
34.0	111.0
35.0	22.0
36.0	43.0
37.0	7.0
38.0	28.0
39.0	22.0
40.0	49.0
41.0	4.0
42.0	20.0
43.0	1.0
44.0	19.0
45.0	8.0
46.0	9.0
47.0	14.0
48.0	20.0
49.0	4.0
50.0	5.0
51.0	2.0
52.0	39.0
53.0	3.0
54.0	4.0
55.0	2.0
56.0	1.0
57.0	15.0
58.0	6.0
59.0	5.0
60.0	14.0
61.0	5.0
62.0	4.0
63.0	67.0
64.0	18.0
65.0	23.0
66.0	6.0
67.0	22.0
68.0	6.0
69.0	22.0
70.0	15.0
71.0	3.0
72.0	8.0
73.0	1.0
74.0	3.0
75.0	1.0
76.0	6.0
77.0	5.0
78.0	5.0
79.0	3.0
80.0	19.0
81.0	12.0
82.0	7.0
83.0	7.0
84.0	17.0
85.0	3.0
86.0	2.0
87.0	21.0
88.0	5.0
89.0	14.0
90.0	9.0
91.0	17.0
92.0	16.0
93.0	22.0
94.0	15.0
95.0	16.0
96.0	14.0
97.0	20.0
