#Coverage	Number of genomic locations
0.0	340404.0
1.0	155291.0
2.0	172390.0
3.0	181356.0
4.0	182237.0
5.0	183080.0
6.0	180496.0
7.0	177265.0
8.0	172176.0
9.0	168558.0
10.0	161028.0
11.0	154667.0
12.0	147049.0
13.0	140349.0
14.0	135059.0
15.0	129019.0
16.0	123155.0
17.0	117719.0
18.0	111428.0
19.0	104907.0
20.0	98874.0
21.0	93776.0
22.0	88799.0
23.0	84964.0
24.0	80072.0
25.0	76225.0
26.0	72164.0
27.0	68063.0
28.0	64452.0
29.0	61028.0
30.0	57591.0
31.0	54320.0
32.0	51497.0
33.0	47756.0
34.0	45375.0
35.0	41820.0
36.0	39399.0
37.0	37865.0
38.0	34560.0
39.0	32392.0
40.0	30282.0
41.0	28851.0
42.0	27230.0
43.0	25445.0
44.0	23431.0
45.0	21539.0
46.0	19940.0
47.0	18595.0
48.0	16845.0
49.0	15300.0
50.0	13699.0
51.0	12194.0
52.0	11197.0
53.0	10136.0
54.0	9019.0
55.0	8088.0
56.0	7167.0
57.0	6397.0
58.0	5606.0
59.0	5281.0
60.0	4542.0
61.0	4136.0
62.0	3541.0
63.0	3148.0
64.0	2702.0
65.0	2441.0
66.0	2149.0
67.0	1884.0
68.0	1635.0
69.0	1394.0
70.0	1272.0
71.0	1071.0
72.0	947.0
73.0	820.0
74.0	806.0
75.0	754.0
76.0	651.0
77.0	573.0
78.0	591.0
79.0	502.0
80.0	455.0
81.0	404.0
82.0	404.0
83.0	402.0
84.0	385.0
85.0	330.0
86.0	329.0
87.0	309.0
88.0	291.0
89.0	287.0
90.0	255.0
91.0	240.0
92.0	218.0
93.0	209.0
94.0	196.0
95.0	181.0
96.0	163.0
97.0	164.0
98.0	148.0
99.0	133.0
100.0	125.0
101.0	104.0
102.0	132.0
103.0	115.0
104.0	88.0
105.0	80.0
106.0	82.0
107.0	79.0
108.0	80.0
109.0	78.0
110.0	99.0
111.0	86.0
112.0	92.0
113.0	85.0
114.0	92.0
115.0	93.0
116.0	72.0
117.0	63.0
118.0	67.0
119.0	63.0
120.0	75.0
121.0	62.0
122.0	58.0
123.0	78.0
124.0	84.0
125.0	90.0
126.0	83.0
127.0	55.0
128.0	72.0
129.0	68.0
130.0	58.0
131.0	72.0
132.0	65.0
133.0	66.0
134.0	88.0
135.0	85.0
136.0	74.0
137.0	55.0
138.0	51.0
139.0	49.0
140.0	54.0
141.0	40.0
142.0	48.0
143.0	60.0
144.0	46.0
145.0	54.0
146.0	42.0
147.0	50.0
148.0	46.0
149.0	40.0
150.0	28.0
151.0	25.0
152.0	27.0
153.0	25.0
154.0	17.0
155.0	18.0
156.0	14.0
157.0	20.0
158.0	11.0
159.0	9.0
160.0	5.0
161.0	3.0
162.0	5.0
163.0	4.0
164.0	2.0
165.0	4.0
166.0	13.0
167.0	8.0
168.0	6.0
169.0	4.0
170.0	6.0
171.0	11.0
172.0	7.0
173.0	7.0
174.0	1.0
175.0	2.0
176.0	1.0
