#Coverage (X)	Coverage
1.0	92.2969530141174
2.0	92.27314277550775
3.0	92.1730776596813
4.0	92.08791982368001
5.0	91.98315477379757
6.0	91.88994286577962
7.0	91.7696286948573
8.0	91.66765875994207
9.0	91.55361806927951
10.0	91.4610894115869
11.0	91.34365317385306
12.0	91.24193169360157
13.0	91.11853254393766
14.0	91.02157311140812
15.0	90.89597927888104
16.0	90.7985436415793
17.0	90.66278387239369
18.0	90.56375398433286
19.0	90.41801461948651
20.0	90.23279166765876
21.0	0.06946378307422663
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
