#Mapping quality	mapping quality
30.0	234.0
31.0	96.0
32.0	198.0
33.0	202.0
34.0	519.0
35.0	742.0
36.0	1318.0
37.0	291.0
38.0	410.0
39.0	622.0
40.0	367.0
41.0	585.0
42.0	589.0
43.0	783.0
44.0	831.0
45.0	1255.0
46.0	900.0
47.0	1198.0
48.0	1269.0
49.0	1526.0
50.0	1834.0
51.0	2323.0
52.0	2442.0
53.0	2546.0
54.0	3262.0
55.0	4176.0
56.0	6283.0
57.0	10176.0
58.0	11059.0
59.0	11390.0
60.0	4453110.0
