#Coverage	Number of genomic locations
0.0	307319.0
1.0	2065.0
2.0	9696.0
3.0	2356.0
4.0	10660.0
5.0	2913.0
6.0	10462.0
7.0	2978.0
8.0	10189.0
9.0	2743.0
10.0	11228.0
11.0	2897.0
12.0	12185.0
13.0	3645.0
14.0	13554.0
15.0	3724.0
16.0	17363.0
17.0	4842.0
18.0	41393.0
19.0	13575.0
20.0	4342334.0
21.0	258.0
22.0	302.0
23.0	176.0
24.0	117.0
25.0	179.0
26.0	109.0
27.0	160.0
28.0	136.0
29.0	55.0
30.0	223.0
31.0	2.0
32.0	17.0
