#Coverage	Number of genomic locations
0.0	388156.0
1.0	86189.0
2.0	165489.0
3.0	263228.0
4.0	358527.0
5.0	432571.0
6.0	470994.0
7.0	478735.0
8.0	453251.0
9.0	402665.0
10.0	337006.0
11.0	271621.0
12.0	208221.0
13.0	153757.0
14.0	111600.0
15.0	78066.0
16.0	52944.0
17.0	34893.0
18.0	23189.0
19.0	15401.0
20.0	10246.0
21.0	7092.0
22.0	4817.0
23.0	3529.0
24.0	2724.0
25.0	2024.0
26.0	1739.0
27.0	1259.0
28.0	950.0
29.0	819.0
30.0	652.0
31.0	645.0
32.0	579.0
33.0	421.0
34.0	345.0
35.0	356.0
36.0	327.0
37.0	311.0
38.0	299.0
39.0	313.0
40.0	265.0
41.0	269.0
42.0	277.0
43.0	232.0
44.0	229.0
45.0	181.0
46.0	208.0
47.0	197.0
48.0	151.0
49.0	169.0
50.0	167.0
51.0	177.0
52.0	156.0
53.0	155.0
54.0	152.0
55.0	125.0
56.0	104.0
57.0	96.0
58.0	78.0
59.0	64.0
60.0	56.0
61.0	52.0
62.0	50.0
63.0	46.0
64.0	40.0
65.0	32.0
66.0	24.0
67.0	23.0
68.0	12.0
69.0	16.0
70.0	22.0
71.0	19.0
72.0	14.0
73.0	16.0
74.0	14.0
75.0	10.0
76.0	3.0
77.0	4.0
