#Coverage	Number of genomic locations
0.0	271152.0
1.0	3390.0
2.0	6389.0
3.0	3461.0
4.0	6623.0
5.0	3871.0
6.0	7064.0
7.0	4133.0
8.0	7138.0
9.0	3838.0
10.0	7555.0
11.0	4205.0
12.0	8031.0
13.0	4247.0
14.0	8273.0
15.0	5044.0
16.0	10785.0
17.0	5634.0
18.0	11753.0
19.0	10068.0
20.0	4431126.0
21.0	339.0
22.0	301.0
23.0	311.0
24.0	404.0
25.0	183.0
26.0	291.0
27.0	147.0
28.0	304.0
29.0	131.0
30.0	721.0
31.0	137.0
32.0	429.0
33.0	113.0
34.0	197.0
35.0	62.0
36.0	153.0
37.0	316.0
38.0	144.0
39.0	211.0
40.0	1159.0
41.0	22.0
