#Coverage	Number of genomic locations
0.0	284555.0
1.0	1409.0
2.0	9370.0
3.0	6615.0
4.0	8671.0
5.0	7057.0
6.0	8939.0
7.0	6826.0
8.0	9055.0
9.0	7203.0
10.0	9147.0
11.0	7518.0
12.0	9853.0
13.0	8728.0
14.0	10449.0
15.0	8503.0
16.0	12585.0
17.0	9291.0
18.0	19558.0
19.0	18626.0
20.0	4354746.0
21.0	6162.0
22.0	540.0
23.0	394.0
24.0	824.0
25.0	243.0
26.0	393.0
27.0	153.0
28.0	428.0
29.0	98.0
30.0	442.0
31.0	149.0
32.0	389.0
33.0	162.0
34.0	354.0
35.0	41.0
36.0	135.0
37.0	24.0
38.0	81.0
39.0	23.0
40.0	100.0
41.0	9.0
42.0	7.0
