#Coverage	Number of genomic locations
0.0	256841.0
1.0	1835.0
2.0	7895.0
3.0	4598.0
4.0	7815.0
5.0	4980.0
6.0	7862.0
7.0	4907.0
8.0	8279.0
9.0	5153.0
10.0	8549.0
11.0	5121.0
12.0	8941.0
13.0	5681.0
14.0	10030.0
15.0	6401.0
16.0	12613.0
17.0	9440.0
18.0	27664.0
19.0	22475.0
20.0	4397031.0
21.0	2718.0
22.0	578.0
23.0	240.0
24.0	599.0
25.0	297.0
26.0	313.0
27.0	66.0
28.0	104.0
29.0	70.0
30.0	163.0
31.0	106.0
32.0	65.0
33.0	82.0
34.0	16.0
35.0	15.0
36.0	14.0
37.0	26.0
38.0	56.0
39.0	33.0
40.0	44.0
41.0	34.0
42.0	12.0
43.0	25.0
44.0	36.0
45.0	25.0
46.0	7.0
