#Coverage (X)	Coverage
1.0	92.83968152253019
2.0	92.77218467221066
3.0	92.61253184619414
4.0	92.51306716247176
5.0	92.34850735684611
6.0	92.23744812214859
7.0	92.0726398618592
8.0	91.9643550375736
9.0	91.79648250309792
10.0	91.6886738835845
11.0	91.51715734737378
12.0	91.4048765439128
13.0	91.2312481430602
14.0	91.12031313569454
15.0	90.94244030100282
16.0	90.825997881924
17.0	90.64344581773159
18.0	90.50938382208162
19.0	90.2864785795847
20.0	90.11363695183395
21.0	0.0388624503220143
22.0	1.4493188719200134E-4
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
