#Mapping quality	mapping quality
30.0	545.0
31.0	41.0
32.0	642.0
33.0	198.0
34.0	635.0
35.0	630.0
36.0	2284.0
37.0	494.0
38.0	369.0
39.0	585.0
40.0	926.0
41.0	923.0
42.0	905.0
43.0	1041.0
44.0	1422.0
45.0	1268.0
46.0	1618.0
47.0	1705.0
48.0	2258.0
49.0	2125.0
50.0	2424.0
51.0	2467.0
52.0	3302.0
53.0	3352.0
54.0	4643.0
55.0	5819.0
56.0	9473.0
57.0	14963.0
58.0	20823.0
59.0	21272.0
60.0	4374870.0
