#Coverage	Number of genomic locations
0.0	182111.0
1.0	3308.0
2.0	6065.0
3.0	3392.0
4.0	6531.0
5.0	3824.0
6.0	7056.0
7.0	3894.0
8.0	6909.0
9.0	3657.0
10.0	7128.0
11.0	3960.0
12.0	7891.0
13.0	4232.0
14.0	8297.0
15.0	4564.0
16.0	9577.0
17.0	5404.0
18.0	10435.0
19.0	9165.0
20.0	4468926.0
21.0	740.0
22.0	867.0
23.0	597.0
24.0	803.0
25.0	684.0
26.0	605.0
27.0	727.0
28.0	645.0
29.0	655.0
30.0	553.0
31.0	478.0
32.0	512.0
33.0	447.0
34.0	368.0
35.0	359.0
36.0	377.0
37.0	347.0
38.0	288.0
39.0	337.0
40.0	2785.0
41.0	294.0
42.0	193.0
43.0	95.0
44.0	127.0
45.0	104.0
46.0	162.0
47.0	549.0
48.0	226.0
49.0	124.0
50.0	7770.0
51.0	118.0
52.0	135.0
53.0	132.0
54.0	159.0
55.0	106.0
56.0	99.0
57.0	120.0
58.0	405.0
59.0	131.0
60.0	39264.0
61.0	42.0
