#Mapping quality	mapping quality
30.0	940.0
31.0	147.0
32.0	528.0
33.0	284.0
34.0	551.0
35.0	954.0
36.0	1596.0
37.0	526.0
38.0	139.0
39.0	540.0
40.0	736.0
41.0	614.0
42.0	883.0
43.0	1137.0
44.0	913.0
45.0	853.0
46.0	1642.0
47.0	1325.0
48.0	1641.0
49.0	1906.0
50.0	2111.0
51.0	2604.0
52.0	2776.0
53.0	3348.0
54.0	4418.0
55.0	5203.0
56.0	8592.0
57.0	13509.0
58.0	14082.0
59.0	16841.0
60.0	4489007.0
