#Coverage (X)	Coverage
1.0	94.83402710847427
2.0	94.76826944080102
3.0	94.62368953105218
4.0	94.55940188680613
5.0	94.40037019744899
6.0	94.32811129940754
7.0	94.16493869898785
8.0	94.0921828916189
9.0	93.93014904174142
10.0	93.86074737233312
11.0	93.68655994848707
12.0	93.60889716150899
13.0	93.42779441618848
14.0	93.35108403875479
15.0	93.14656444137557
16.0	93.0464993255491
17.0	92.76901687524781
18.0	92.63868169955413
19.0	92.1539052414617
20.0	91.84778839116288
21.0	0.1511225492276651
22.0	0.13615315573655096
23.0	0.12522115053143068
24.0	0.11898907938230252
25.0	0.10822271061968536
26.0	0.1025910715746221
27.0	0.09408149934108678
28.0	0.0898577700572929
29.0	0.0828596303615825
30.0	0.07987817439655487
31.0	0.07381173968992982
32.0	0.07037478350801507
33.0	0.06521934923515005
34.0	0.06250705248918109
35.0	0.05909080086257745
36.0	0.056150754008172044
37.0	0.054038889366267995
38.0	0.05159575183937193
39.0	0.04969093275059322
40.0	0.04695793144931315
41.0	0.009896777439507787
42.0	0.009586209109812671
43.0	0.009172118003561991
44.0	0.0078677310188624
45.0	0.007412230801975284
46.0	0.007267298914783282
47.0	0.007122367027591281
48.0	0.00697743514039928
49.0	0.006687571366015277
50.0	0.006604753144770825
51.0	0.0063148893703868225
