#Coverage (X)	Coverage
1.0	92.55696081973475
2.0	92.53872010650423
3.0	92.29860937854242
4.0	92.1613795859296
5.0	91.97164304104368
6.0	91.82710454040546
7.0	91.62624964931659
8.0	91.4812556484615
9.0	91.28663282852176
10.0	91.14225996432606
11.0	90.94941773614322
12.0	90.8063492589322
13.0	90.60263713921019
14.0	90.45341940907129
15.0	90.2348000095241
16.0	90.06199979088399
17.0	89.81466317311803
18.0	89.60471898224688
19.0	89.20992452154361
20.0	88.84581421181382
21.0	0.16052241733964934
22.0	0.05853177786910635
23.0	0.03252685639630215
24.0	0.02991808242690297
25.0	0.023375442948079694
26.0	0.021594851191181874
27.0	0.0173918264626991
28.0	0.01664646247144219
29.0	0.01409980216797635
30.0	0.010621436875439372
31.0	0.008219708459165531
32.0	0.0060664347066392565
33.0	0.0028779331884720705
34.0	0.002091160086592936
35.0	5.176138828204557E-4
36.0	4.762047721982299E-4
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
