#Coverage	Number of genomic locations
0.0	378899.0
1.0	3734.0
2.0	5866.0
3.0	4329.0
4.0	6375.0
5.0	4697.0
6.0	6439.0
7.0	4840.0
8.0	6813.0
9.0	4739.0
10.0	7123.0
11.0	4951.0
12.0	7533.0
13.0	5309.0
14.0	7873.0
15.0	7493.0
16.0	10601.0
17.0	8957.0
18.0	17706.0
19.0	20369.0
20.0	4296321.0
21.0	998.0
22.0	701.0
23.0	353.0
24.0	622.0
25.0	191.0
26.0	343.0
27.0	305.0
28.0	181.0
29.0	294.0
30.0	240.0
31.0	253.0
32.0	229.0
33.0	179.0
34.0	97.0
35.0	103.0
36.0	110.0
37.0	79.0
38.0	85.0
39.0	348.0
40.0	2551.0
41.0	45.0
42.0	62.0
43.0	15.0
44.0	26.0
45.0	18.0
46.0	26.0
47.0	54.0
48.0	10.0
49.0	12.0
50.0	9.0
51.0	2.0
52.0	12.0
53.0	5.0
54.0	14.0
55.0	17.0
56.0	25.0
57.0	1.0
58.0	1.0
59.0	8.0
60.0	12.0
61.0	2.0
62.0	2.0
63.0	12.0
64.0	5.0
65.0	4.0
66.0	2.0
67.0	7.0
68.0	2.0
69.0	21.0
70.0	1.0
71.0	9.0
72.0	2.0
73.0	18.0
74.0	12.0
75.0	4.0
76.0	2.0
77.0	13.0
78.0	3.0
79.0	17.0
80.0	30.0
81.0	18.0
82.0	8.0
83.0	10.0
84.0	18.0
85.0	7.0
86.0	20.0
87.0	3.0
