#Coverage	Number of genomic locations
0.0	321506.0
1.0	3649.0
2.0	6044.0
3.0	4377.0
4.0	6459.0
5.0	4709.0
6.0	6564.0
7.0	4887.0
8.0	6790.0
9.0	4908.0
10.0	6876.0
11.0	5190.0
12.0	7481.0
13.0	5213.0
14.0	8399.0
15.0	6386.0
16.0	11409.0
17.0	7963.0
18.0	19282.0
19.0	19910.0
20.0	4354151.0
21.0	674.0
22.0	479.0
23.0	339.0
24.0	807.0
25.0	483.0
26.0	369.0
27.0	210.0
28.0	397.0
29.0	309.0
30.0	263.0
31.0	285.0
32.0	270.0
33.0	202.0
34.0	183.0
35.0	103.0
36.0	183.0
37.0	153.0
38.0	136.0
39.0	106.0
40.0	1291.0
41.0	6.0
42.0	56.0
43.0	20.0
44.0	23.0
45.0	18.0
46.0	5.0
47.0	1.0
48.0	7.0
49.0	7.0
50.0	15.0
51.0	12.0
52.0	6.0
53.0	10.0
54.0	23.0
55.0	8.0
56.0	29.0
57.0	22.0
58.0	7.0
59.0	6.0
60.0	10.0
61.0	11.0
62.0	6.0
63.0	3.0
64.0	16.0
65.0	23.0
66.0	4.0
67.0	6.0
68.0	11.0
69.0	4.0
70.0	5.0
71.0	14.0
72.0	8.0
73.0	12.0
74.0	22.0
75.0	8.0
76.0	4.0
77.0	12.0
