#Coverage	Number of genomic locations
0.0	320776.0
1.0	11968.0
2.0	16618.0
3.0	31346.0
4.0	60503.0
5.0	104022.0
6.0	163216.0
7.0	226260.0
8.0	289102.0
9.0	341164.0
10.0	377064.0
11.0	396200.0
12.0	393443.0
13.0	368657.0
14.0	333534.0
15.0	291593.0
16.0	244730.0
17.0	200139.0
18.0	159415.0
19.0	124655.0
20.0	94874.0
21.0	71018.0
22.0	53323.0
23.0	39260.0
24.0	28258.0
25.0	20924.0
26.0	14995.0
27.0	11014.0
28.0	8065.0
29.0	6281.0
30.0	4587.0
31.0	3575.0
32.0	2776.0
33.0	2217.0
34.0	1621.0
35.0	1367.0
36.0	1161.0
37.0	824.0
38.0	777.0
39.0	691.0
40.0	696.0
41.0	545.0
42.0	505.0
43.0	425.0
44.0	384.0
45.0	407.0
46.0	417.0
47.0	365.0
48.0	366.0
49.0	313.0
50.0	294.0
51.0	283.0
52.0	251.0
53.0	219.0
54.0	218.0
55.0	232.0
56.0	193.0
57.0	183.0
58.0	176.0
59.0	185.0
60.0	180.0
61.0	129.0
62.0	127.0
63.0	107.0
64.0	101.0
65.0	90.0
66.0	83.0
67.0	62.0
68.0	44.0
69.0	38.0
70.0	25.0
71.0	23.0
72.0	16.0
73.0	23.0
74.0	14.0
75.0	15.0
76.0	17.0
77.0	14.0
78.0	8.0
79.0	12.0
80.0	11.0
81.0	4.0
82.0	8.0
83.0	11.0
84.0	7.0
85.0	9.0
86.0	7.0
