#Coverage	Number of genomic locations
0.0	401131.0
1.0	3868.0
2.0	7185.0
3.0	4784.0
4.0	6840.0
5.0	5262.0
6.0	7162.0
7.0	5215.0
8.0	7451.0
9.0	5134.0
10.0	7558.0
11.0	5647.0
12.0	7965.0
13.0	5792.0
14.0	8547.0
15.0	7920.0
16.0	9987.0
17.0	11564.0
18.0	21647.0
19.0	29997.0
20.0	4253565.0
21.0	989.0
22.0	473.0
23.0	219.0
24.0	860.0
25.0	117.0
26.0	372.0
27.0	215.0
28.0	213.0
29.0	195.0
30.0	168.0
31.0	73.0
32.0	198.0
33.0	79.0
34.0	117.0
35.0	33.0
36.0	50.0
37.0	13.0
38.0	292.0
39.0	15.0
40.0	343.0
41.0	19.0
42.0	14.0
43.0	9.0
44.0	10.0
45.0	4.0
46.0	16.0
47.0	3.0
48.0	13.0
49.0	8.0
50.0	17.0
51.0	4.0
52.0	10.0
53.0	4.0
54.0	16.0
55.0	3.0
56.0	13.0
57.0	8.0
58.0	17.0
59.0	91.0
60.0	4.0
61.0	8.0
62.0	10.0
63.0	14.0
64.0	10.0
65.0	15.0
66.0	8.0
67.0	12.0
68.0	18.0
69.0	20.0
70.0	15.0
71.0	5.0
72.0	5.0
73.0	10.0
74.0	9.0
75.0	9.0
76.0	8.0
77.0	14.0
78.0	19.0
79.0	10.0
80.0	12.0
81.0	10.0
82.0	3.0
83.0	21.0
84.0	18.0
85.0	34.0
