#Coverage	Number of genomic locations
0.0	257921.0
1.0	1827.0
2.0	8088.0
3.0	5028.0
4.0	8560.0
5.0	5071.0
6.0	8674.0
7.0	5229.0
8.0	9034.0
9.0	5432.0
10.0	9319.0
11.0	5500.0
12.0	9395.0
13.0	6740.0
14.0	10759.0
15.0	7065.0
16.0	12473.0
17.0	9488.0
18.0	29295.0
19.0	21918.0
20.0	4386950.0
21.0	3399.0
22.0	356.0
23.0	199.0
24.0	645.0
25.0	354.0
26.0	256.0
27.0	80.0
28.0	48.0
29.0	65.0
30.0	114.0
31.0	60.0
32.0	74.0
33.0	77.0
34.0	19.0
35.0	16.0
36.0	9.0
37.0	28.0
38.0	47.0
39.0	23.0
40.0	30.0
41.0	19.0
42.0	21.0
43.0	21.0
44.0	26.0
45.0	10.0
46.0	8.0
47.0	25.0
48.0	28.0
49.0	25.0
50.0	7.0
