#Mapping quality	mapping quality
33.0	25.0
35.0	100.0
36.0	337.0
37.0	23.0
39.0	4.0
40.0	46.0
41.0	2.0
42.0	48.0
43.0	29.0
44.0	137.0
45.0	121.0
46.0	71.0
47.0	209.0
48.0	38.0
49.0	63.0
50.0	12.0
51.0	36.0
52.0	2.0
53.0	72.0
54.0	25.0
55.0	63.0
56.0	87.0
57.0	48.0
58.0	102.0
59.0	75.0
60.0	4376462.0
