#Coverage (X)	Coverage
1.0	93.66869191725218
2.0	92.96312208130472
3.0	92.48965031041304
4.0	91.87112242500034
5.0	90.82152569797644
6.0	89.06600715756477
7.0	86.41033737037654
8.0	82.60208639803886
9.0	77.58767085140236
10.0	71.3757659391431
11.0	64.25534513976092
12.0	56.50136494780899
13.0	48.539138338521546
14.0	40.670496319247675
15.0	33.36485256803775
16.0	26.78061763758953
17.0	21.0731792155251
18.0	16.32446522721696
19.0	12.479898464860739
20.0	9.45409334234671
21.0	7.16062904579951
22.0	5.454097483257783
23.0	4.183955833042617
24.0	3.2717959441846745
25.0	2.612045289144305
26.0	2.125488239294981
27.0	1.7683967738162067
28.0	1.5064013308888349
29.0	1.3057534853530939
30.0	1.1452310680134445
31.0	1.0074422524071736
32.0	0.8955962446077734
33.0	0.7993200624035524
34.0	0.7184687739073183
35.0	0.6450711253236676
36.0	0.576228478908817
37.0	0.5170755643803204
38.0	0.4625604702418826
39.0	0.4155818342372868
40.0	0.3730753821802324
41.0	0.3350825231813559
42.0	0.30402569021225645
43.0	0.27653004075693843
44.0	0.25214007459852894
45.0	0.2327813153811178
46.0	0.2175841717815672
47.0	0.20520284770455532
48.0	0.19530607026506175
49.0	0.18731411191434688
50.0	0.1807507678802125
51.0	0.17658915226235194
