#Coverage	Number of genomic locations
0.0	301088.0
1.0	4036.0
2.0	7417.0
3.0	5119.0
4.0	7398.0
5.0	5365.0
6.0	7822.0
7.0	5784.0
8.0	8091.0
9.0	5337.0
10.0	8558.0
11.0	5705.0
12.0	8883.0
13.0	6667.0
14.0	9484.0
15.0	7211.0
16.0	12844.0
17.0	11548.0
18.0	28763.0
19.0	31940.0
20.0	4336841.0
21.0	704.0
22.0	428.0
23.0	174.0
24.0	355.0
25.0	282.0
26.0	146.0
27.0	206.0
28.0	211.0
29.0	90.0
30.0	86.0
31.0	76.0
32.0	107.0
33.0	60.0
34.0	45.0
35.0	51.0
36.0	83.0
37.0	157.0
38.0	57.0
39.0	39.0
40.0	597.0
