#Mapping quality	mapping quality
30.0	255.0
31.0	35.0
32.0	109.0
33.0	75.0
34.0	95.0
35.0	715.0
36.0	728.0
37.0	18.0
38.0	364.0
39.0	329.0
40.0	151.0
41.0	168.0
42.0	496.0
43.0	264.0
44.0	567.0
45.0	691.0
46.0	626.0
47.0	626.0
48.0	929.0
49.0	1423.0
50.0	1025.0
51.0	1142.0
52.0	1254.0
53.0	1540.0
54.0	1897.0
55.0	1694.0
56.0	2577.0
57.0	3965.0
58.0	3634.0
59.0	3601.0
60.0	4549429.0
