#Coverage	Number of genomic locations
0.0	303256.0
1.0	953.0
2.0	9821.0
3.0	7829.0
4.0	9334.0
5.0	8083.0
6.0	8931.0
7.0	7912.0
8.0	8830.0
9.0	7978.0
10.0	9070.0
11.0	7847.0
12.0	9681.0
13.0	7980.0
14.0	9618.0
15.0	8479.0
16.0	11540.0
17.0	9141.0
18.0	22035.0
19.0	18116.0
20.0	4336292.0
21.0	6471.0
22.0	153.0
23.0	164.0
24.0	123.0
25.0	93.0
26.0	125.0
