#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	2.2429068072221598E-5
18.0	3.364360210833239E-5
19.0	1.12145340361108E-4
20.0	1.345744084333296E-4
21.0	2.467197487944376E-4
22.0	2.24290680722216E-4
23.0	3.252214870472132E-4
24.0	6.504429740944262E-4
25.0	9.083772569249747E-4
26.0	0.0011887406078277447
27.0	0.00209711786475272
28.0	0.0025120556240888193
29.0	0.003072782325894359
30.0	0.003913872378602669
31.0	0.004519457216552652
32.0	0.0054390490075137375
33.0	0.006717505887630369
34.0	0.007255803521363687
35.0	0.00869126387798587
36.0	0.009756644611416395
37.0	0.011618257261410787
38.0	0.01402938207917461
39.0	0.015767634854771784
40.0	0.01878434451048559
41.0	0.022967365705954916
42.0	0.026600874733654814
43.0	0.03029045643153527
44.0	0.04004710104295167
45.0	0.04634966917124594
46.0	0.056027812044409556
47.0	0.06402377481215654
48.0	0.07141415274195358
49.0	0.07670741280699786
50.0	0.0794437591118089
51.0	0.08186609846360884
52.0	0.06242009644499271
53.0	0.059179096108556685
54.0	0.04850285970617921
55.0	0.036727598968262866
56.0	0.026679376471907594
57.0	0.01753953123247729
58.0	0.012190198497252436
59.0	0.007749243018952563
60.0	0.005012896714141527
61.0	0.003745654368061007
62.0	0.0025793428283054838
63.0	0.001738252775597174
64.0	9.756644611416395E-4
65.0	7.401592463833127E-4
66.0	2.467197487944376E-4
67.0	1.345744084333296E-4
68.0	3.364360210833239E-5
69.0	4.4858136144443195E-5
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
