#Coverage	Number of genomic locations
0.0	356617.0
1.0	203368.0
2.0	322611.0
3.0	450223.0
4.0	539274.0
5.0	573749.0
6.0	556837.0
7.0	487781.0
8.0	395957.0
9.0	301680.0
10.0	216413.0
11.0	146787.0
12.0	92448.0
13.0	57616.0
14.0	35006.0
15.0	21576.0
16.0	13749.0
17.0	9727.0
18.0	7123.0
19.0	5560.0
20.0	4375.0
21.0	3800.0
22.0	3362.0
23.0	2767.0
24.0	2486.0
25.0	1999.0
26.0	1630.0
27.0	1378.0
28.0	1207.0
29.0	1100.0
30.0	836.0
31.0	694.0
32.0	634.0
33.0	477.0
34.0	419.0
35.0	376.0
36.0	358.0
37.0	292.0
38.0	287.0
39.0	266.0
40.0	311.0
41.0	284.0
42.0	264.0
43.0	289.0
44.0	275.0
45.0	299.0
46.0	338.0
47.0	290.0
48.0	338.0
49.0	325.0
50.0	294.0
51.0	213.0
52.0	211.0
53.0	236.0
54.0	207.0
55.0	211.0
56.0	185.0
57.0	181.0
58.0	144.0
59.0	111.0
60.0	143.0
61.0	167.0
62.0	140.0
63.0	161.0
64.0	124.0
65.0	116.0
66.0	114.0
67.0	102.0
68.0	118.0
69.0	108.0
70.0	83.0
71.0	74.0
72.0	73.0
73.0	72.0
74.0	48.0
75.0	35.0
76.0	22.0
77.0	22.0
78.0	19.0
79.0	24.0
80.0	20.0
81.0	19.0
82.0	14.0
83.0	14.0
84.0	20.0
85.0	15.0
86.0	17.0
87.0	23.0
88.0	24.0
89.0	17.0
90.0	11.0
91.0	24.0
92.0	5.0
93.0	2.0
94.0	1.0
95.0	3.0
96.0	4.0
97.0	2.0
98.0	1.0
99.0	3.0
