#Coverage	Number of genomic locations
0.0	364581.0
1.0	2358.0
2.0	9481.0
3.0	2660.0
4.0	9586.0
5.0	2645.0
6.0	9650.0
7.0	3110.0
8.0	9549.0
9.0	3021.0
10.0	9898.0
11.0	3398.0
12.0	10865.0
13.0	3585.0
14.0	12347.0
15.0	3965.0
16.0	15970.0
17.0	7256.0
18.0	36187.0
19.0	17319.0
20.0	4284643.0
21.0	404.0
22.0	795.0
23.0	326.0
24.0	539.0
25.0	299.0
26.0	543.0
27.0	202.0
28.0	377.0
29.0	162.0
30.0	261.0
31.0	167.0
32.0	329.0
33.0	111.0
34.0	212.0
35.0	149.0
36.0	273.0
37.0	138.0
38.0	296.0
39.0	140.0
40.0	2058.0
