#Mapping quality	mapping quality
30.0	38.0
31.0	24.0
32.0	14.0
33.0	115.0
34.0	430.0
35.0	44.0
36.0	185.0
37.0	151.0
38.0	75.0
39.0	131.0
40.0	80.0
41.0	343.0
42.0	334.0
43.0	93.0
44.0	168.0
45.0	337.0
46.0	102.0
47.0	258.0
48.0	225.0
49.0	174.0
50.0	289.0
51.0	563.0
52.0	540.0
53.0	843.0
54.0	775.0
55.0	1042.0
56.0	1424.0
57.0	1846.0
58.0	2284.0
59.0	1931.0
60.0	4301411.0
