#Coverage	Number of genomic locations
0.0	513586.0
1.0	562.0
2.0	17250.0
3.0	10504.0
4.0	14696.0
5.0	10427.0
6.0	12540.0
7.0	10259.0
8.0	13471.0
9.0	10207.0
10.0	12697.0
11.0	10288.0
12.0	12419.0
13.0	9881.0
14.0	12619.0
15.0	10256.0
16.0	12726.0
17.0	11244.0
18.0	16471.0
19.0	16499.0
20.0	4082140.0
21.0	8778.0
22.0	36.0
23.0	25.0
24.0	25.0
25.0	25.0
26.0	25.0
27.0	25.0
28.0	36.0
29.0	138.0
