#Mapping quality	mapping quality
30.0	161.0
31.0	91.0
32.0	272.0
33.0	147.0
34.0	317.0
35.0	298.0
36.0	660.0
37.0	214.0
38.0	200.0
39.0	164.0
40.0	277.0
41.0	422.0
42.0	290.0
43.0	485.0
44.0	403.0
45.0	481.0
46.0	515.0
47.0	547.0
48.0	662.0
49.0	877.0
50.0	864.0
51.0	874.0
52.0	1238.0
53.0	915.0
54.0	1305.0
55.0	995.0
56.0	1573.0
57.0	1992.0
58.0	3559.0
59.0	2561.0
60.0	4534336.0
