#Coverage	Number of genomic locations
0.0	355919.0
1.0	1296.0
2.0	7503.0
3.0	6216.0
4.0	8038.0
5.0	6416.0
6.0	8134.0
7.0	6596.0
8.0	8612.0
9.0	5915.0
10.0	8094.0
11.0	6092.0
12.0	8336.0
13.0	6602.0
14.0	9652.0
15.0	6723.0
16.0	11962.0
17.0	9806.0
18.0	26725.0
19.0	22900.0
20.0	4292848.0
21.0	4027.0
22.0	104.0
23.0	400.0
24.0	104.0
25.0	102.0
26.0	73.0
27.0	45.0
28.0	48.0
29.0	69.0
30.0	63.0
31.0	70.0
32.0	108.0
33.0	39.0
34.0	21.0
35.0	29.0
36.0	36.0
37.0	14.0
38.0	36.0
39.0	14.0
40.0	64.0
41.0	4.0
