#Mapping quality	mapping quality
30.0	510.0
31.0	75.0
32.0	542.0
33.0	115.0
34.0	780.0
35.0	445.0
36.0	2385.0
37.0	377.0
38.0	402.0
39.0	624.0
40.0	665.0
41.0	797.0
42.0	966.0
43.0	1194.0
44.0	1472.0
45.0	1245.0
46.0	1816.0
47.0	1505.0
48.0	2469.0
49.0	2104.0
50.0	2646.0
51.0	2440.0
52.0	3492.0
53.0	3635.0
54.0	5532.0
55.0	6032.0
56.0	10829.0
57.0	13536.0
58.0	13284.0
59.0	13561.0
60.0	4566319.0
